6b5cA02 1.10.8.60.22 A.198-283
1zy8K00 4.10.320.10.5 K.130-173
1n7dA01 4.10.400.10.6 A.44-96
4ntwB00 4.10.410.10.12 B.2-60
4bd9B02 4.10.410.10.13 B.55-110
3fp7J00 4.10.410.10.14 J.1-43
2b7uA02 4.10.470.10.9 A.170-251
1llnA02 4.10.470.10.10 A.176-262
1owfB00 4.10.520.10.3 B.1-94
4jyaR00 4.10.640.10.2 R.1-70
1zt3A00 4.10.800.10.1 A.1-80
2lf0A01 4.10.860.10.6 A.4-63
2rhkD00 4.10.1000.10.1 D.9-68
4dloB01 4.10.1240.10.8 B.7-72
3a98B01 6.10.10.90.1 B.6-34,152-203
2m4gA00 6.10.20.70.1 A.1-75
2q2eB04 6.10.20.80.1 B.472-510
3irbA01 6.10.30.10.1 A.9-77
2pmsC00 6.10.140.920.1 C.1-125
4aybF01 6.10.140.930.1 F.4-47
3c9iA02 6.10.140.940.1 A.166-242
3pieC07 6.10.140.950.1 C.938-981,1017-1037
3r4iA02 6.10.140.960.1 A.269-328
3rfwA02 6.10.140.970.1 A.62-106,215-252
3thoB03 6.10.140.980.1 B.321-377
3tklB02 6.10.140.990.1 B.137-266
3tw8A03 6.10.140.1000.1 A.334-374
4e6nA02 6.10.140.1010.1 A.169-245
3viqA00 6.10.140.1020.1 A.1-122
3u4qB04 6.10.140.1030.1 B.701-769
3u5ch02 6.10.140.1040.1 h.84-176
3um7A02 6.10.140.1050.1 A.56-106
3vkgA14 6.10.140.1060.1 A.2321-2400
4a9aA01 6.10.140.1070.1 A.9-60,182-247
4abxC01 6.10.140.1080.1 C.7-48,136-170
4abxA02 6.10.140.1090.1 A.49-135
4dbgB01 6.10.140.1100.1 B.8-54
4dciD00 6.10.140.1110.1 D.5-149
2lpeA01 6.10.140.1120.1 A.1-78
3k59A05 6.10.140.1130.1 A.435-467
1vjvA02 6.10.140.1140.1 A.259-332
1zhxA01 6.10.250.1430.1 A.3-33
2qvwA03 6.10.250.1440.1 A.255-287
3i9v101 6.10.250.1450.1 1.2-61
1vszR00 6.10.250.1460.1 R.37-90
1vx7F02 6.10.250.1470.1 F.321-395
1vx7L02 6.10.250.1480.1 L.174-212
5wm1A01 6.10.250.1490.1 A.9-47
2e1mA01 6.10.250.1500.1 A.4-41
2e52A02 6.10.250.1510.1 A.227-300
4u8uM01 6.10.250.1520.1 M.3-58
4u8uN01 6.10.250.1530.1 N.18-66
4u8uO01 6.10.250.1540.1 O.6-56
2h8nA00 6.10.250.1550.1 A.21-88
2hr0B03 6.10.250.1560.1 B.193-201
5nx8B03 6.10.250.1570.1 B.398-438
2khkA00 6.10.250.1580.1 A.1-53
2kinB02 6.10.250.1590.1 B.81-100
2kvlA00 6.10.250.1600.1 A.1-61
2kwzA00 6.10.250.1610.1 A.1-40
2kz9A00 6.10.250.1620.1 A.1-69
2l0fB01 6.10.250.1630.1 B.4-45
2l0jA00 6.10.250.1640.1 A.4-44
2l2lA00 6.10.250.1650.1 A.1-43
2l9bB00 6.10.250.1660.1 B.6-45
2llmA00 6.10.250.1670.1 A.1-43
2lnuA01 6.10.250.1680.1 A.1-40
2lqiB00 6.10.250.1690.1 B.1-52
2lqxA00 6.10.250.1700.1 A.1-41
2luhB00 6.10.250.1710.1 B.1-59
2lvaA02 6.10.250.1720.1 A.95-121
2lxwA00 6.10.250.1730.1 A.1-55
2lzlA00 6.10.250.1740.1 A.1-43
2m6xB00 6.10.250.1750.1 B.1-63
2m76A00 6.10.250.1760.1 A.1-50
2mbyA00 6.10.250.1770.1 A.1-46
2micA00 6.10.250.1780.1 A.1-41
1vt0M05 6.10.280.90.1 M.529-602
2l9qA00 6.10.280.100.1 A.1-109
2yn3D03 6.20.50.90.1 D.182-276
3d9xA01 6.20.50.100.1 A.12-61
2pffB01 6.20.240.10.1 B.1-9,371-424
3zoqC00 6.20.250.30.1 C.4-56
3rrrG01 6.20.370.50.1 G.1-19
1n7vA01 2.105.10.10.1 A.1-41,419-554
1h6wA02 2.160.30.10.1 A.203-245
2obeB02 2.170.9.10.1 B.117-302
2xc1A01 2.170.14.10.1 A.7-110
1dqcA00 2.170.140.10.1 A.1-73
5yj6A02 2.170.160.10.1 A.95-140,156-224,301-315
3s9zA02 2.170.170.11.1 A.135-263
1fjrA02 2.170.180.11.1 A.64-188
1t60D00 2.170.240.10.1 D.4-227
1io1A02 2.170.280.10.1 A.124-137,233-349
1n7zA02 2.170.290.10.1 A.88-245
5kisB00 2.180.10.10.1 B.4-689
6bdyA01 3.10.196.10.1 A.7-41,102-170,199-332
3ubyA00 3.10.300.10.1 A.1-214
4gvqA01 3.10.340.11.1 A.1-44,96-169
1t23A00 3.10.470.10.1 A.1-93
1x9yA01 3.10.500.10.1 A.7-176
2jovA01 3.10.530.10.1 A.1-71
2hlyA00 3.10.550.10.1 A.1-207
3ci0J01 3.10.610.10.1 J.10-113
3bh1A01 3.10.630.10.1 A.6-54,55-211,257-289
3rlfF02 3.10.650.10.1 F.96-117,206-269
5b66B02 3.10.680.10.1 B.271-443
1vjlA00 3.10.690.10.1 A.7-162
3bqwA01 3.15.30.10.1 A.5-163,290-340
3a9sA03 3.20.14.10.1 A.346-590
3c5nA00 3.20.90.10.1 A.1-246
2isbA00 3.20.130.10.1 A.7-192
2qhqB00 3.20.160.10.1 B.5-124
3wh1A02 3.30.20.10.1 A.70-128
1kvdB00 3.30.44.10.1 B.1-77
3thrA01 3.30.46.10.1 A.23-38,177-243
1yuaA01 3.30.65.10.1 A.1-64
5ol4A00 3.30.280.10.1 A.2-100
2hdiB00 3.30.305.10.1 B.10-112
2sicI00 3.30.350.10.1 I.1-107
4gsxA03 3.30.387.10.1 A.78-137,248-268
3g4nA02 3.30.412.10.1 A.91-176,311-397
2xqqC00 3.30.740.10.1 C.4-89
1qd1A01 3.30.990.10.1 A.1-180
4gvqA02 3.30.1030.10.1 A.45-95,170-315
1dw9A02 3.30.1160.10.1 A.89-156
1gaxA04 3.30.1170.10.1 A.740-789
1nr3A00 3.30.1190.10.1 A.1-122
1nijA02 3.30.1220.10.1 A.203-318
