3h4jA03 1.10.8.10.29 A.276-331
1rsgA01 3.50.50.60.31 A.6-91,196-289,445-513
3axbA01 3.50.50.60.32 A.22-104,175-266,376-448
3dmeA01 3.50.50.60.33 A.3-86,144-226,323-368
5twbA01 3.50.50.60.34 A.1-120,244-344
4h7uA01 3.50.50.60.35 A.26-79,118-168,248-342,537-602
2gf3A01 3.50.50.60.36 A.1-59,149-212,326-385
5jciA01 3.50.50.60.37 A.22-146,279-364
2r0cA01 3.50.50.60.38 A.22-92,130-204,306-424
1mo9A01 3.50.50.60.39 A.2-85,132-186,314-378
2dkhA01 3.50.50.60.40 A.31-101,132-224,320-412
1j5uA01 3.55.10.10.2 A.20-136
1hw7A01 3.55.30.10.2 A.6-178
4ipuB00 3.55.40.10.1 B.4-137
1wruA02 3.55.50.10.2 A.89-176
1ej6A02 3.55.60.10.2 A.386-427,691-796
5ht2A00 3.60.10.10.4 A.1-256
2jc5A00 3.60.10.10.5 A.1-259
2ddrA00 3.60.10.10.6 A.7-305
2gcuB01 3.60.15.10.6 B.4-232
1zkpC00 3.60.15.10.7 C.24-268
5acsA00 3.60.15.10.8 A.22-239
3g1pA00 3.60.15.10.9 A.2-250
1m2xA00 3.60.15.10.10 A.1-219
5wcmA00 3.60.15.10.11 A.1-263
5le5E00 3.60.20.10.7 E.4-237
5le5Q00 3.60.20.10.8 Q.2-240
5le5M00 3.60.20.10.9 M.1-216
1ryp100 3.60.20.10.10 1.1-222
1rypI00 3.60.20.10.11 I.1-222
1xffA00 3.60.20.10.12 A.1-238
3h63A00 3.60.21.10.5 A.1-315
3ib7A00 3.60.21.10.6 A.16-310
2z72A00 3.60.21.10.7 A.5-342
4ltyA01 3.60.21.10.8 A.10-290
2p8eA00 3.60.40.10.4 A.6-297
2j82A00 3.60.40.10.5 A.1-240
1uf5A00 3.60.110.10.2 A.1-303
3st6C00 3.60.120.10.1 C.15-449
4c5wA02 3.60.130.10.3 A.98-384
2og5A00 3.60.130.10.4 A.34-354
1xfjA00 3.60.140.10.2 A.5-260
1um0A00 3.60.150.10.2 A.1-365
1yoxC00 3.60.160.10.2 C.7-239
3nvsA02 3.65.10.10.3 A.44-248
3nvsA01 3.65.10.10.4 A.25-42,266-450
1t6lA00 3.70.10.10.2 A.10-270
2ci1A00 3.75.10.10.3 A.1-275
1s9rA01 3.75.10.10.4 A.10-74,153-406
1ogqA00 3.80.10.10.10 A.1-313
2z80B00 3.80.10.10.11 B.27-353
1jl5A00 3.80.10.10.12 A.34-386
1oznA00 3.80.10.10.13 A.1-284
3g06A01 3.80.10.10.14 A.10-325
2ca6A00 3.80.10.10.15 A.2-345
5a5cB00 3.80.10.10.16 B.1-332
2z66A00 3.80.10.10.17 A.1-306
3o53A00 3.80.10.10.18 A.2-317
4h09D00 3.80.10.10.19 D.1-377
3p0yA00 3.80.20.20.1 A.1-194
2qgqB01 3.80.30.20.1 B.2-236
1gyoA00 3.90.10.10.2 A.1-106
1xgkA02 3.90.25.10.5 A.152-190,220-274,329-351
3e48B02 3.90.25.10.6 B.146-172,199-257,271-289
1e6uA02 3.90.25.10.7 A.168-209,249-283,300-316
2q1sA02 3.90.25.10.8 A.218-257,292-312,345-376
2os0A00 3.90.45.10.1 A.1-188
2wbfX00 3.90.70.10.9 X.1-265
1deuB00 3.90.70.10.10 B.1-277
5mblA00 3.90.70.10.11 A.2-256
3oisB00 3.90.70.10.12 B.24-290
2oulA00 3.90.70.10.13 A.1-241
2o6xA00 3.90.70.10.14 A.1-310
4i05A00 3.90.70.10.15 A.9-285
1u3eM01 3.90.75.20.1 M.1-106
4tozA02 3.90.76.10.3 A.45-168
4pfyA02 3.90.76.10.4 A.18-164
2gqtA03 3.90.78.10.2 A.192-268
2b06A00 3.90.79.10.8 A.1-155
5cfjA00 3.90.79.10.9 A.4-149
5qoqA00 3.90.79.10.10 A.3-151
3mgmA00 3.90.79.10.11 A.19-182
1nqzA00 3.90.79.10.12 A.4-190
2fvvA00 3.90.79.10.13 A.30-164
5c7qB00 3.90.79.10.14 B.3-182
2vycA04 3.90.100.10.2 A.631-755
4plgA02 3.90.110.10.2 A.156-328
2c7rA02 3.90.120.10.2 A.188-303
1aduB02 3.90.148.10.2 B.94-300
1vsgA01 3.90.150.10.2 A.1-33,86-255
1f0lA01 3.90.175.10.2 A.1-187
2gwmA00 3.90.176.10.2 A.1-200
5o9fC01 3.90.180.10.6 C.1-157,295-345
1h2bB01 3.90.180.10.7 B.16-168,309-359
4uejA01 3.90.180.10.8 A.1-148,287-346
5yatA01 3.90.180.10.9 A.4-155,298-350
3gmsA01 3.90.180.10.10 A.2-139,266-332
2j42A01 3.90.182.10.2 A.18-263
4tvvC00 3.90.190.10.7 C.22-309
2oc3A00 3.90.190.10.8 A.10-297
3v0dA01 3.90.190.10.9 A.14-195
2cm2A00 3.90.190.10.10 A.6-289
1larB01 3.90.190.10.11 B.34-280
3mmjA02 3.90.190.10.12 A.30-103,172-314
3qx3A02 3.90.199.10.2 A.313-492,597-631,755-783
2w3pA02 3.90.226.10.11 A.262-491
3qk8B01 3.90.226.10.12 B.7-210
3i47A01 3.90.226.10.13 A.2-203
3mybA01 3.90.226.10.14 A.24-223
3gf3A02 3.90.226.10.15 A.61-291
3m6nC01 3.90.226.10.16 C.30-245
1j7xA02 3.90.226.10.17 A.73-243,260-302
2j5iA01 3.90.226.10.18 A.3-211
4i42C01 3.90.226.10.19 C.4-222
5fusA01 3.90.226.10.20 A.9-226
5lx6A00 3.90.228.10.1 A.1-191
1qxyA00 3.90.230.10.2 A.1-249
4i71A00 3.90.245.10.2 A.1-330
2qsfA01 3.90.260.10.2 A.27-333
3k93A00 3.90.320.10.2 A.1-222
4d3tA01 3.90.340.10.2 A.2-81,108-118,222-236,306-330
4pswA01 3.90.360.10.2 A.2-112,142-159
3vcaA01 3.90.380.10.2 A.6-40,160-406
4mb1A02 3.90.400.10.1 A.104-174
1vq8R00 3.90.470.10.2 R.2-151
1zj8A02 3.90.480.10.2 A.102-171,337-418
4lmxC00 3.90.510.10.2 C.1-66
1hm9A01 3.90.550.10.9 A.11-260
5vctA00 3.90.550.10.10 A.10-295
2yc3A00 3.90.550.10.11 A.1-226
1jykA00 3.90.550.10.12 A.23-251
2apcA01 3.90.550.10.13 A.1-226
1i52A00 3.90.550.10.14 A.5-229
2xwlB00 3.90.550.10.15 B.2-223
6ckmA00 3.90.550.10.16 A.1-225
3lp8A04 3.90.600.10.2 A.348-440
4gniA04 3.90.640.10.3 A.241-326
4jneA03 3.90.640.10.4 A.228-315
3p4eA02 3.90.650.10.3 A.175-349
3m84A02 3.90.650.10.4 A.174-350
1s3eA02 3.90.660.10.2 A.42-62,79-107,200-210,290-402
4zcdB02 3.90.660.10.3 B.43-110,180-286
1iooA00 3.90.730.10.2 A.1-196
4i6yB01 3.90.770.10.2 B.4-108,221-375
2pstX00 3.90.820.10.2 X.10-70
4jehA03 3.90.830.10.2 A.260-373
1hyoA02 3.90.850.10.3 A.118-403
1gttA01 3.90.850.10.4 A.1-211
1snnA00 3.90.870.10.3 A.2-220
2fkjA02 3.90.930.1.4 A.86-266
1rl6A02 3.90.930.12.1 A.82-170
1rl6A01 3.90.930.12.2 A.7-81
1vp2A00 3.90.950.10.3 A.15-203
1k7kA00 3.90.950.10.4 A.11-219
2au3A02 3.90.980.10.2 A.100-226
2cqmA01 3.90.1030.10.2 A.1-108
2z9vA01 3.90.1150.10.24 A.10-20,267-392
3i4jB01 3.90.1150.10.25 B.3-47,317-429
1zodA01 3.90.1150.10.26 A.29-60,325-433
1fg7A02 3.90.1150.10.27 A.5-43,261-350
3l8aA01 3.90.1150.10.28 A.38-92,318-418
1qz9A01 3.90.1150.10.29 A.2-40,302-405
4nogA01 3.90.1150.10.30 A.3-72,324-424
1lc5A01 3.90.1150.10.31 A.8-37,263-357
3op7A01 3.90.1150.10.32 A.1-57,272-367
1o69A02 3.90.1150.10.33 A.245-385
3caiA01 3.90.1150.10.34 A.11-35,293-406
3nx3A01 3.90.1150.10.35 A.8-53,301-395
5g4iB01 3.90.1150.10.36 B.18-70,333-439
4m2mA01 3.90.1150.10.37 A.26-78,295-398
3jtxB01 3.90.1150.10.38 B.3-43,292-396
3nytA02 3.90.1150.10.39 A.245-359
3g7qA01 3.90.1150.10.40 A.16-69,303-409
5viuA01 3.90.1150.10.41 A.12-68,321-419
2c81A02 3.90.1150.10.42 A.263-416
3hdoA01 3.90.1150.10.43 A.4-39,260-353
3ndnA02 3.90.1150.10.44 A.278-414
4k2mA02 3.90.1150.10.45 A.312-442
4hvkA01 3.90.1150.10.46 A.2-12,254-369
3o58J00 3.90.1170.10.5 J.3-221
1x1oA01 3.90.1170.20.1 A.10-130,274-286
2jbmD01 3.90.1170.20.2 D.4-131,278-288
3gnnA01 3.90.1170.20.3 A.12-143,287-297
6cd7A02 3.90.1200.10.4 A.101-299
3w0oA02 3.90.1200.10.5 A.56-77,101-303
4u98A02 3.90.1200.10.6 A.205-452
2j4mA01 3.90.1220.10.2 A.12-47
2ortA03 3.90.1230.10.2 A.209-231,254-319
1vl2D02 3.90.1260.10.2 D.189-416
5dzzA02 3.90.1290.10.2 A.254-494
3a2qA00 3.90.1300.10.3 A.4-485
1vqqA02 3.90.1310.10.2 A.114-145,216-304
3lo7A01 3.90.1310.10.3 A.37-128,174-196,359-373
1l8nA03 3.90.1330.10.2 A.474-678
2xgfA01 3.90.1340.10.2 A.27-74,235-242
3q9oA02 3.90.1350.10.2 A.262-428
1vb3A01 3.90.1380.10.2 A.1-81
2gu0A01 3.90.1400.10.2 A.2-143
2h21C01 3.90.1410.10.2 C.2-255
3qxyA02 3.90.1420.10.2 A.277-449
2dzrA00 3.90.1460.10.2 A.1-99
2feaA02 3.90.1470.20.1 A.18-78,101-137
4u9bA00 3.90.1520.10.2 A.1-180
2yyvB00 3.90.1560.10.2 B.2-225
2y3cA00 3.90.1580.10.2 A.17-294
3qexA03 3.90.1600.10.1 A.383-468,573-729
3npfA03 3.90.1720.10.4 A.146-306
4ct3A00 3.90.1720.10.5 A.2-165
3m1uA01 3.90.1720.10.6 A.19-36,277-429
1k90A02 3.90.1760.10.2 A.42-200
1s7mA02 3.90.1780.10.2 A.48-137
4aybB08 3.90.1800.10.2 B.1012-1120
1ej6A01 3.90.1810.10.2 A.2-385
3fefA00 3.90.1820.10.2 A.3-435
6em3Q00 3.100.10.10.3 Q.15-145
2rooA00 4.10.40.10.3 A.1-43
3zxcA00 4.10.40.20.1 A.1-77
6hu9h00 4.10.49.10.2 h.1-47
2ec7A00 4.10.60.10.3 A.1-49
2z7fI00 4.10.75.10.2 I.1-50
2py5A05 4.10.80.20.1 A.396-425
2py5A06 4.10.80.30.1 A.532-575
1jo6A00 4.10.81.20.1 A.1-45
3s24F02 4.10.87.10.2 F.187-231,326-333
4gh4D00 4.10.90.10.2 D.1-45
4b7hA01 4.10.91.20.1 A.1-63
5z62G00 4.10.95.10.2 G.1-75
3e6pL02 4.10.140.10.2 L.91-156
2ad6B00 4.10.160.10.2 B.1-69
2p5zX03 4.10.180.10.2 X.295-310
2ereA00 4.10.240.10.3 A.4-68
5i4zA00 4.10.280.10.3 A.45-118
6fx5A00 4.10.280.10.4 A.7-78
2f5zK00 4.10.320.10.2 K.11-53
1ik3A03 4.10.372.10.2 A.268-356
1ik3A02 4.10.375.10.2 A.168-267
1j8eA00 4.10.400.10.3 A.1-44
5m4vA00 4.10.410.10.3 A.1-57
1aapA00 4.10.410.10.4 A.1-56
3bybA00 4.10.410.10.5 A.1-58
2jbvA02 4.10.450.10.2 A.47-104,197-209
3mvgB02 4.10.470.10.3 B.164-250
5z37A02 4.10.470.10.4 A.181-263
5jskA02 4.10.480.10.2 A.237-317
1fzdA02 4.10.530.10.2 A.105-190
5y5sH01 4.10.540.10.2 H.5-118
1aqsA00 4.10.650.10.2 A.1-40
1pfxL01 4.10.740.10.2 L.1-46
1hykA00 4.10.760.10.2 A.1-46
1gp8A00 4.10.810.10.2 A.1-40
6az1S00 4.10.830.10.2 S.4-57
1qojA00 4.10.860.10.3 A.18-63
1rajA01 4.10.880.10.2 A.4-132,176-225
1i7wB00 4.10.900.10.2 B.84-145
5x8rm02 4.10.910.10.2 m.83-122
6hmaC03 4.10.950.10.2 C.195-274
1n0zA00 4.10.1060.10.2 A.1-45
3gw6A01 4.10.1090.10.2 A.11-134
1wfpA00 4.10.1110.10.2 A.1-74
2yrtA00 4.10.1130.20.1 A.1-75
3egwA01 4.10.1200.10.2 A.1-42
4zgmA00 4.10.1240.10.3 A.6-105
3ehuA03 4.10.1240.10.4 A.372-455
1vloA03 4.10.1250.10.2 A.244-288
1cd3B00 4.10.1260.10.2 B.1-120
2kn1A00 4.10.1290.10.2 A.1-49
1ye9A01 6.10.10.30.1 A.6-51
3hhyA01 6.10.10.40.1 A.25-95
1ng7A00 6.10.20.20.1 A.1-60
2l14B00 6.10.50.20.1 B.1-49
2lhtA01 6.10.80.20.1 A.1-76
6f7bA01 6.10.130.20.1 A.9-59
1v9fA02 6.10.140.230.1 A.254-275,300-320
1d2mA03 6.10.140.240.1 A.245-310
1us7B02 6.10.140.250.1 B.175-227
3cuqB01 6.10.140.260.1 B.4-68
2vxgA01 6.10.140.270.1 A.1-46
3dtnA02 6.10.140.280.1 A.152-188
3fldA01 6.10.140.290.1 A.1-40
3zedA04 6.10.140.300.1 A.580-687
3bg5B02 6.10.140.310.1 B.129-152
1khvA04 6.10.140.320.1 A.252-305
1x74A02 6.10.140.330.1 A.123-152
1xawA01 6.10.140.340.1 A.42-140
1xo9A02 6.10.140.350.1 A.104-150
2r6aC02 6.10.140.360.1 C.102-141
1zw8A01 6.10.140.370.1 A.15-64
2a01A02 6.10.140.380.1 A.193-243
2kjyA00 6.10.140.390.1 A.1-60
3urgA01 6.10.140.400.1 A.21-60,127-146
2c52B00 6.10.140.410.1 B.1-59
2e62A01 6.10.140.420.1 A.10-61
2ok2A03 6.10.140.430.1 A.371-402
3gwcB03 6.10.140.440.1 B.124-175
3gwcA02 6.10.140.450.1 A.15-76
2ld7A00 6.10.160.20.1 A.1-94
2q2kA00 6.10.180.20.1 A.23-67
3hh0B02 6.10.250.360.1 B.75-133
3iv1A00 6.10.250.370.1 A.1-78
1yx5A01 6.10.250.380.1 A.39-73
2c55A01 6.10.250.390.1 A.12-52
3cp7A03 6.10.250.400.1 A.204-218
3hr4C01 6.10.250.410.1 C.16-39
2dcfA01 6.10.250.420.1 A.29-52
2q8aA03 6.10.250.430.1 A.248-274
3eabG00 6.10.250.440.1 G.1-49
3gb8A03 6.10.250.450.1 A.1028-1060
2kk9A00 6.10.250.460.1 A.1-55
3i08B01 6.10.250.470.1 B.18-46
2kn8A00 6.10.250.480.1 A.1-68
3mr0A02 6.10.250.490.1 A.122-142
3mwbA04 6.10.250.500.1 A.290-312
2ze3A02 6.10.250.510.1 A.233-275
3ii6X02 6.10.250.520.1 X.119-159
2azeC00 6.10.250.530.1 C.1-44
2azeB00 6.10.250.540.1 B.6-106
2zvfA01 6.10.250.550.1 A.2-65
3hgfB00 6.10.250.560.1 B.13-104
2aegA03 6.10.250.570.1 A.60-90
2ahmE01 6.10.250.580.1 E.55-105
2b4nA00 6.10.250.590.1 A.1-42
3djlA02 6.10.250.600.1 A.52-105
3egnA01 6.10.250.610.1 A.13-41
4n7qA03 6.10.250.620.1 A.454-486
3k4tB00 6.10.250.630.1 B.3-73
2rqmA01 6.10.250.640.1 A.1-28
3ihmA03 6.10.250.650.1 A.382-430
2wujA00 6.10.250.660.1 A.3-52
1xkpA01 6.10.250.670.1 A.2-38
2p4wA02 6.10.250.680.1 A.104-197
2oqrA02 6.10.250.690.1 A.84-122
2otoA00 6.10.250.700.1 A.17-153
4i4tE01 6.10.280.30.1 E.42-141
1vrbA02 6.10.280.40.1 A.256-338
2jd3A01 6.10.290.20.1 A.18-96
1vw4T01 6.10.330.20.1 T.61-172
3s6xC01 6.20.10.20.1 C.35-92
4jdoA01 6.20.30.20.1 A.2-71
1xezA03 6.20.40.20.1 A.282-329
3mzkB01 6.20.50.30.1 B.9-58
2i3tD01 6.20.50.40.1 D.9-43
2xjpA02 6.20.60.20.1 A.71-104
4a0tA02 6.20.70.20.1 A.106-138
4pkcC00 6.20.90.20.1 C.9-49
5oomm00 6.20.130.20.1 m.34-78
3pqiA02 6.20.150.20.1 A.126-225
3g2oB01 6.20.160.20.1 B.28-66,193-252
3bk3C00 6.20.200.20.1 C.1-67
3kdeC01 6.20.210.20.1 C.1-69
1u5kA03 6.20.220.20.1 A.147-181
3pjvD02 6.20.270.20.1 D.80-129
4mv7A03 6.20.290.20.1 A.151-223
2bh8A02 6.20.370.20.1 A.69-100
2q35A02 6.20.390.20.1 A.197-243
2lotA00 6.20.400.20.1 A.1-64
4a8sC04 6.20.410.20.1 C.613-665
3zbeA00 6.20.450.20.1 A.1-71
2gviA01 1.10.3320.10.1 A.3-22,105-147
2p3yA02 1.10.3360.10.1 A.53-82,231-307
2ph7A01 1.10.3400.10.1 A.1-131
2pv4A00 1.10.3440.10.1 A.1-145
2p62A02 1.10.3490.10.1 A.137-229
2o5hA00 1.10.3510.10.1 A.1-134
2ijrA02 1.10.3530.10.1 A.30-208
3bhwA00 1.10.3540.10.1 A.6-200
2jynA01 1.10.3560.10.1 A.11-146
2r31A02 1.10.3580.10.1 A.69-238
2qtsA03 1.10.3590.10.1 A.72-139,201-220
3c4rA00 1.10.3600.10.1 A.4-127
3ca8A01 1.10.3620.10.1 A.5-26,182-265
2zihC00 1.10.3630.10.1 C.65-343
3c24A02 1.10.3640.10.1 A.183-285
1q16B03 1.10.3650.10.1 B.359-435
2igsA00 1.10.3690.10.1 A.6-219
2o8sA01 1.10.3700.10.1 A.29-278
2i71A02 1.10.3740.10.1 A.226-270,287-398
1sedA00 1.10.3750.10.1 A.4-115
1y9iA00 1.10.3760.10.1 A.6-164
1pc6A00 1.10.3790.10.1 A.1-141
2auaA02 1.10.3800.10.1 A.55-123,174-195
2j7aC00 1.10.3820.10.1 C.14-158
2kdcA00 1.10.3830.10.1 A.1-121
1y8aA02 1.10.3870.10.1 A.36-102,156-204
1sdiA00 1.10.3890.10.1 A.1-213
2oezB02 1.10.3900.10.1 B.14-180
2fefA02 1.10.3920.10.1 A.135-293
3dt5A00 1.10.3940.10.1 A.15-133
3fh3A00 1.10.3950.10.1 A.12-157
1tm9A00 1.10.3960.10.1 A.1-137
1x3aA00 1.10.3970.10.1 A.1-100
1vrmA02 1.10.3980.10.1 A.62-162
3kk4A01 1.10.3990.20.1 A.11-119
1sd4A02 1.10.4040.10.1 A.73-126
1v4aA01 1.10.4050.10.1 A.2-110
1zboA02 1.10.4060.10.1 A.115-198
2o9xA02 1.10.4070.10.1 A.81-158
5gmzA00 1.10.4090.10.1 A.1-143
1q5zA00 1.10.4110.10.1 A.21-165
3nb2A04 1.10.4140.10.1 A.437-613
2fm9A00 1.10.4150.10.1 A.1-215
2jlnA00 1.10.4160.10.1 A.8-471
2jo7A00 1.10.4170.10.1 A.1-224
