1h6uA01 1.10.8.390.1 A.1-43
4lw8A02 3.90.25.10.34 A.194-226,254-288,306-322
5u9cC02 3.90.25.10.35 C.168-191,223-260,278-292
1z7bA02 3.90.25.10.36 A.207-235,267-312,333-354
1v3yA00 3.90.45.10.7 A.1-182
4gamD00 3.90.56.10.3 D.2-133
3ifuA02 3.90.70.60.1 A.65-180
3mtvA02 3.90.70.70.1 A.81-203
5v5hA00 3.90.70.80.1 A.5-167
4boqA00 3.90.70.80.2 A.4-178
3by4A00 3.90.70.80.3 A.3-174
4bouA00 3.90.70.80.4 A.1-141
3tmpA01 3.90.70.80.5 A.25-174
6i3gA02 3.90.76.10.11 A.39-156
3eesA00 3.90.79.10.54 A.20-150
3a6sA00 3.90.79.10.55 A.1-129
1vhzA01 3.90.79.10.56 A.10-187
2r5wB02 3.90.79.10.57 B.202-350
3gwyB00 3.90.79.10.58 B.2-134
2dhoA00 3.90.79.10.59 A.21-235
1g0sA00 3.90.79.10.60 A.1-209
3fk9A00 3.90.79.10.61 A.3-155
5teaB00 3.90.80.10.3 B.11-184
4nwbA02 3.90.105.20.2 A.124-216
5zi2A02 3.90.110.10.13 A.148-341
1hyhC02 3.90.110.10.14 C.149-307
3ptaA01 3.90.120.10.8 A.3-14,55-77,767-782,854-941
4h03A01 3.90.176.10.10 A.5-216
5wtzA01 3.90.176.10.11 A.2-214
3gqvA01 3.90.180.10.41 A.4-132,326-363
6eowA01 3.90.180.10.42 A.28-157,335-368
3ip1A01 3.90.180.10.43 A.2-192,343-392
2vn8A01 3.90.180.10.44 A.18-159,343-375
4w82A01 3.90.180.10.45 A.3-122,297-333
1yb5A01 3.90.180.10.46 A.28-150,319-351
1oheA01 3.90.190.10.48 A.4-152
3emuA00 3.90.190.10.49 A.4-154
2g6zA00 3.90.190.10.50 A.1-147
2j16B00 3.90.190.10.51 B.38-181
1xriA00 3.90.190.10.52 A.1-151
2x5oA03 3.90.190.20.1 A.299-433
3lk7A03 3.90.190.20.2 A.314-447
4k3xA02 3.90.209.20.5 A.52-272
1ltsA00 3.90.210.10.5 A.1-185
1fzdA01 3.90.215.10.5 A.5-104,191-201
1yf2A03 3.90.220.20.4 A.229-375
3bf0C01 3.90.226.10.74 C.31-153,196-293
4kpkA00 3.90.226.10.75 A.28-292
4nnqC01 3.90.226.10.76 C.12-193
5ve2I00 3.90.226.10.77 I.25-275
3hp0A00 3.90.226.10.78 A.5-254
4wz8C01 3.90.226.10.79 C.22-157,227-342
3dorA03 3.90.226.10.80 A.252-369,432-567
4lk5A00 3.90.226.10.81 A.31-280
5fifC02 3.90.226.10.82 C.315-566
3gf3A03 3.90.226.10.83 A.292-587
4jyjB00 3.90.226.10.84 B.28-295
4gv2A02 3.90.228.10.7 A.148-357
3ctzA03 3.90.230.10.13 A.320-619
3rvaA02 3.90.230.10.14 A.158-446
4kpoB00 3.90.245.10.8 B.14-330
2evvB00 3.90.280.10.6 B.24-204
3b4vD01 3.90.290.10.4 D.6-75
3h4rA00 3.90.320.10.8 A.11-263
3gkeA02 3.90.380.10.8 A.132-341
1j0hA03 3.90.400.10.7 A.246-299
5k3xB01 3.90.420.10.4 B.25-256
2qg8A00 3.90.470.20.7 A.1-162
1qr0A02 3.90.470.20.8 A.104-206
4p02A02 3.90.550.10.53 A.130-371
4mybA00 3.90.550.10.54 A.2-228
1w55A01 3.90.550.10.55 A.2-208
2z86D01 3.90.550.10.56 D.2-46,47-67,349-625
1vpaA00 3.90.550.10.57 A.11-231
3ngwA00 3.90.550.10.58 A.2-194
1qwjB00 3.90.550.10.59 B.1-229
2c1iA02 3.90.640.30.1 A.130-236
4xjxA02 3.90.640.50.1 A.56-128
3weeA03 3.90.640.60.1 A.200-253,254-310
3u0oA02 3.90.650.10.10 A.164-347
3lovA02 3.90.660.20.1 A.39-104,202-246,307-411
2ivdA02 3.90.660.20.2 A.54-112,214-235,315-421
4c3xB02 3.90.700.10.6 B.317-462
3d3zA00 3.90.730.10.8 A.1-238
1wkbA02 3.90.740.10.5 A.205-447
3iveA02 3.90.780.10.5 A.312-501
6b1zA02 3.90.800.10.4 A.81-209
1ceeB00 3.90.810.10.4 B.1-59
2q18X02 3.90.850.10.10 X.71-291
3ttcA01 3.90.870.30.1 A.12-162,213-266
1v33A01 3.90.920.10.4 A.21-196,300-366
3ig9B00 3.90.930.20.1 B.1-77
4cckA03 3.90.930.40.1 A.311-458
1qklA00 3.90.940.10.6 A.1-127
5v01B00 3.90.950.20.1 B.13-173
5znjA03 3.90.960.10.5 A.240-385
5wkpH01 3.90.1010.10.6 H.33-134
1twfB05 3.90.1070.20.1 B.548-629
2a6hC03 3.90.1110.10.3 C.144-323
1vgjA00 3.90.1140.10.6 A.2-184
4a0gC02 3.90.1150.10.157 C.322-395,724-826
3wy7D01 3.90.1150.10.158 D.54-74,306-404
3f0hA01 3.90.1150.10.159 A.15-27,294-376
4e1oA03 3.90.1150.10.160 A.384-481
5x6bJ01 3.90.1150.10.161 J.34-63,316-417
1eg5B01 3.90.1150.10.162 B.2-13,258-365
6dvsA01 3.90.1150.10.163 A.2-75,324-445
4pvfB02 3.90.1150.10.164 B.323-483
2cfbA01 3.90.1150.10.165 A.19-54,304-411
1jg8A02 3.90.1150.10.166 A.251-346
4iw7A01 3.90.1150.10.167 A.50-65,294-396
1d2fB01 3.90.1150.10.168 B.2-41,285-389
1iugA01 3.90.1150.10.169 A.2-12,250-349
3ke3A01 3.90.1150.10.170 A.8-13,273-378
1m32A01 3.90.1150.10.171 A.5-15,262-361
5z0qD01 3.90.1150.10.172 D.12-65,288-384
3fddA03 3.90.1150.10.173 A.414-528
3k7yA01 3.90.1150.10.174 A.1-47,319-405
1v72A01 3.90.1150.10.175 A.10-20,261-350
4uqvF02 3.90.1150.10.176 F.275-429
3p1tA01 3.90.1150.10.177 A.14-42,243-335
3ihjA01 3.90.1150.10.178 A.17-69,374-497
5mpoC00 3.90.1170.40.5 C.15-146
4usaA03 3.90.1170.50.1 A.208-308
1n62E01 3.90.1170.50.2 E.14-144
6em3O01 3.90.1180.10.3 O.3-149
3dxqB02 3.90.1200.10.17 B.91-300
3tm0A02 3.90.1200.10.18 A.91-263
1vliA02 3.90.1210.10.4 A.316-380
3zurA01 3.90.1240.10.5 A.4-423,569-622
3ghdA00 3.90.1280.20.4 A.1-70
3a1kA02 3.90.1300.10.9 A.56-509
3oc2A01 3.90.1310.10.14 A.35-207
2z2mD01 3.90.1310.10.15 D.8-21,115-159
2wnfA00 3.90.1480.20.1 A.16-298
2hwjE01 3.90.1530.10.3 E.7-134
3s1sA01 3.90.1570.30.2 A.6-174
1s5jA03 3.90.1600.10.7 A.462-524,586-683
2qb7A01 3.90.1640.10.5 A.5-252
1zn6A00 3.90.1680.10.4 A.2-220
2k1gA00 3.90.1720.10.17 A.1-129
2lrjA00 3.90.1720.10.18 A.1-113
3olmA01 3.90.1750.10.3 A.5-197,276-309
4w8kA01 3.100.10.20.3 A.25-119
2l1qA00 4.10.40.50.1 A.1-40
2li8A00 4.10.60.10.9 A.12-74
3g5cA02 4.10.70.10.3 A.231-285
2ynzC02 4.10.80.270.1 C.58-83
3df7A04 4.10.80.280.1 A.277-305
3u28B01 4.10.80.300.1 B.1-30
2pspA01 4.10.110.10.4 A.2-59,100-106
2mw4A00 4.10.170.10.4 A.1-47
1xrdA01 4.10.220.20.4 A.1-43
1f4sP00 4.10.240.10.9 P.1-65
1xhmB00 4.10.260.10.5 B.13-58
2mh3A00 4.10.280.10.18 A.1-70
2lfhA00 4.10.280.10.19 A.1-68
2c0sA00 4.10.280.10.20 A.1-64
2cs8A01 4.10.320.30.1 A.11-45
2i1pA00 4.10.400.10.9 A.1-48
1tocR01 4.10.410.10.21 R.2-53
1bikA00 4.10.410.10.22 A.25-134
2kcrA00 4.10.410.10.23 A.1-61
2l93A01 4.10.430.10.3 A.7-42
4m1uA02 4.10.470.10.15 A.171-297
2pqgB02 4.10.470.10.16 B.189-264
1hlqA00 4.10.490.10.3 A.1-75
2np2A00 4.10.520.10.6 A.6-107
2mmbA00 4.10.640.20.1 A.1-107
1rmjA01 4.10.800.10.4 A.15-89
1z0kB00 4.10.860.20.3 B.7-67
5l2lF00 4.10.1000.40.1 F.1-75
3fcsB06 4.10.1240.30.1 B.605-690
3kxeC01 6.10.10.120.1 C.11-79
4lg3A02 6.10.20.130.1 A.125-167
2ov7A01 6.10.20.140.1 A.4-34,84-113
4nnqA02 6.10.30.40.1 A.211-257
3ontA00 6.10.140.1610.1 A.10-151
3p8cF01 6.10.140.1620.1 F.1-105
3qc7A02 6.10.140.1630.1 A.122-172
3rklA00 6.10.140.1640.1 A.2-81
3rmqA02 6.10.140.1650.1 A.59-113
3s6pG00 6.10.140.1660.1 G.1-72
3tbiB02 6.10.140.1670.1 B.111-210
3tgnA03 6.10.140.1680.1 A.99-145
3tixA02 6.10.140.1690.1 A.129-207
3w3wA02 6.10.140.1700.1 A.626-656
3whjA00 6.10.140.1710.1 A.3-119
3zgxA02 6.10.140.1720.1 A.153-200,234-276
4a18T00 6.10.140.1730.1 T.2-66
4aflB00 6.10.140.1740.1 B.3-100
4b1zM01 6.10.140.1750.1 M.6-71
4bjsC00 6.10.140.1760.1 C.4-55
4c2m400 6.10.140.1770.1 4.263-316
4e0gA01 6.10.140.1780.1 A.123-214
4fxxB01 6.10.140.1790.1 B.23-50,53-106
4g6dB02 6.10.140.1800.1 B.118-198
4g6uA01 6.10.140.1810.1 A.54-141
4iaoC01 6.10.140.1820.1 C.73-140
4impA01 6.10.140.1830.1 A.31-83
4e18B00 6.10.250.2510.1 B.2-57
4egxD01 6.10.250.2520.1 D.2-68
4ejqB01 6.10.250.2530.1 B.3-37
4f15J02 6.10.250.2540.1 J.386-443
4fcyB05 6.10.250.2550.1 B.484-529
4flaC00 6.10.250.2560.1 C.22-148
4fxeC00 6.10.250.2570.1 C.33-79
4gczA02 6.10.250.2580.1 A.129-154
4go6A00 6.10.250.2590.1 A.3-43
4h63F02 6.10.250.2600.1 F.123-161
4h63H02 6.10.250.2610.1 H.75-118
4h63Q01 6.10.250.2620.1 Q.23-79
4h63Q02 6.10.250.2630.1 Q.89-145
4hr6A00 6.10.250.2640.1 A.1-41
4i8oA04 6.10.250.2650.1 A.251-357
4ifdK02 6.10.250.2660.1 K.67-100
4ogrL00 6.10.250.2670.1 L.6-71
4jdmA02 6.10.250.2680.1 A.53-115
4jmfA00 6.10.250.2690.1 A.1-50
4jpnA00 6.10.250.2700.1 A.2-76
4jx2A01 6.10.250.2710.1 A.26-66
4kjzA04 6.10.250.2720.1 A.327-362
4l9uA00 6.10.250.2730.1 A.8-56
4lh9A00 6.10.250.2740.1 A.1-40
4lsbA02 6.10.250.2750.1 A.243-289
4m5dB02 6.10.250.2760.1 B.130-189
4nsmA00 6.10.250.2770.1 A.6-76
4onsB00 6.10.250.2780.1 B.20-80
4u6uA00 6.10.250.2790.1 A.5-71
4uzzB00 6.10.250.2800.1 B.3-67
1vryA00 6.10.250.2810.1 A.1-61
2ahmG01 6.10.250.2820.1 G.6-104
2fomA01 6.10.250.2830.1 A.19-29
3fpzA01 6.10.250.2840.1 A.34-64
2j5iA02 6.10.250.2850.1 A.212-250
2qtfA02 6.10.250.2860.1 A.98-165
4hfvA02 6.10.280.170.1 A.120-190
4jleA00 6.10.280.180.1 A.19-167
1ucuA01 6.10.280.190.1 A.1-32,459-494
2k9qA02 6.10.300.30.1 A.41-77
3jamf00 6.20.50.150.1 f.82-150
3hrzA06 6.20.50.160.1 A.522-582
3hg9A02 6.20.120.30.1 A.86-127
4fzvA01 6.20.240.40.1 A.13-132
2v8qB00 6.20.250.60.1 B.5-87
3ksrA01 6.20.370.100.1 A.3-27
3zg9A00 6.20.370.110.1 A.5-45
5a0yA01 3.90.390.10.1 A.3-101
1co4A00 3.90.430.10.1 A.1-42
4d3tA02 3.90.440.10.1 A.82-107,122-193,357-361
1g3pA02 3.90.450.1.1 A.102-205
1dj7A00 3.90.460.10.1 A.7-115
5od6A00 3.90.520.10.1 A.3-127
1d4uA00 3.90.530.10.1 A.1-111
6er6B00 3.90.540.10.1 B.1-130
4pwqA01 3.90.570.10.1 A.12-107
1d0qA00 3.90.580.10.1 A.2-103
3vrdB03 3.90.760.10.1 B.328-401
4hscX01 3.90.840.10.1 X.103-124,161-249,300-345,421-444
1ccwB02 3.90.970.10.1 B.418-483
1o22A00 3.90.1000.10.1 A.18-166
1iq8A02 3.90.1020.10.1 A.361-430
2a6hC02 3.90.1100.10.1 C.9-143,324-470,536-592
1el6A03 3.90.1160.10.1 A.81-189
1fn9A02 3.90.1320.10.1 A.91-286,337-365
3iu0A00 3.90.1360.10.1 A.8-376
1jmuB01 3.90.1370.10.1 B.1-145
1l1lA03 3.90.1390.10.1 A.566-620,686-724
1n0uA03 3.90.1430.10.1 A.222-328
1tf5A02 3.90.1440.10.1 A.230-351
1o8rA00 3.90.1450.10.1 A.1-94
3rk1B02 3.90.1490.10.1 B.142-230
3cwcA02 3.90.1510.10.1 A.45-279
1x6mA00 3.90.1590.10.1 A.1-196
1x9tA02 3.90.1620.10.1 A.83-387,420-472
1fn9A01 3.90.1630.10.1 A.1-90,287-336
2hg6A00 3.90.1650.10.1 A.23-128
2phnA02 3.90.1660.10.1 A.53-124,232-252
2fiyA00 3.90.1670.10.1 A.19-308
3bjqJ00 3.90.1690.10.1 J.9-316
3clqA04 3.90.1700.10.1 A.254-421
3clqA02 3.90.1710.10.1 A.25-40,112-253
2yi9A01 3.90.1730.10.1 A.44-110,163-344,404-472,780-792
5ae0A00 3.90.1740.10.1 A.5-221
1w96A02 3.90.1770.10.1 A.174-218
1ej6B00 3.90.1830.10.1 B.241-1275
1m1cA00 3.90.1840.10.1 A.1-651
1mukA02 3.90.1850.10.1 A.381-890
4dwrC00 3.90.1860.10.1 C.2-486
1bg5A03 4.10.6.10.1 A.214-254
1khvA01 4.10.8.20.1 A.5-63
4mt2A00 4.10.10.10.1 A.2-62
