2z4sA02 1.10.8.60.51 A.264-335
1iw7D09 3.90.105.10.4 D.1117-1189
3vpgA02 3.90.110.10.9 A.142-310
3fi9A02 3.90.110.10.10 A.152-329
3ubtA02 3.90.120.10.6 A.143-154,173-311
5urpA00 3.90.176.10.6 A.23-223
1ojqA00 3.90.176.10.7 A.1-212
5tnxA01 3.90.180.10.29 A.14-188,326-383
4oaqA01 3.90.180.10.30 A.3-167,309-367
4ilkA01 3.90.180.10.31 A.18-165,305-357
4oh1A01 3.90.180.10.32 A.1-161,299-351
1vj0B01 3.90.180.10.33 B.16-178,326-379
5ylnC01 3.90.180.10.34 C.4-158,296-356
2r0bA00 3.90.190.10.34 A.3-153
1fpzC00 3.90.190.10.35 C.23-200
2wgpA00 3.90.190.10.36 A.23-190
1zzwA00 3.90.190.10.37 A.1-147
5z59A00 3.90.190.10.38 A.2-147
3n0aA01 3.90.190.10.39 A.14-180,335-360
3rgoA00 3.90.190.10.40 A.1-157
6aorA01 3.90.209.20.3 A.51-266
1lt3A00 3.90.210.10.3 A.4-236
4jzcA01 3.90.215.10.3 A.1-132,208-218
1yf2A01 3.90.220.20.2 A.1-164,419-425
3swxB01 3.90.226.10.52 B.7-207
4l8kA02 3.90.226.10.53 A.78-249,269-313
3vivA00 3.90.226.10.54 A.5-223
4zu2A01 3.90.226.10.55 A.7-207
3peaF00 3.90.226.10.56 F.5-260
4k29B00 3.90.226.10.57 B.25-292
4kd6A00 3.90.226.10.58 A.26-252
4zdfB00 3.90.226.10.59 B.24-287
3u9rB01 3.90.226.10.60 B.20-292
3h0uB00 3.90.226.10.61 B.7-280
4mouA01 3.90.226.10.62 A.30-234
4zzxA02 3.90.228.10.5 A.146-363
5cdvA02 3.90.230.10.9 A.125-349
2q8kA01 3.90.230.10.10 A.14-251,314-369
4kl0A00 3.90.245.10.6 A.7-374
3n08B00 3.90.280.10.4 B.1-153
2w86A02 3.90.290.10.2 A.46-105
4r5qA00 3.90.320.10.6 A.1-215
2de6A01 3.90.380.10.6 A.5-26,140-384
5m99A02 3.90.400.10.5 A.97-161
2a9dA01 3.90.420.10.2 A.1-249
3gwmA00 3.90.470.20.3 A.1-129
1qr0A01 3.90.470.20.4 A.1-103,207-228
5ajoA01 3.90.550.10.39 A.75-437
2xmeF00 3.90.550.10.40 F.16-223
2e8bA00 3.90.550.10.41 A.4-188
4aylA00 3.90.550.10.42 A.1-234
3tztA00 3.90.550.10.43 A.5-276
3f1yA00 3.90.550.10.44 A.62-386
1s4nB00 3.90.550.10.45 B.9-348
4am6A02 3.90.640.10.12 A.82-142,304-397
4e72A02 3.90.640.20.1 A.132-225
3s5tA02 3.90.640.20.2 A.166-265
1vk3A01 3.90.650.10.8 A.14-38,175-352
4iv9A02 3.90.660.10.10 A.79-98,358-483
3qj4A02 3.90.660.10.11 A.45-112,188-300
2bs2A02 3.90.700.10.4 A.259-365
1jy5A00 3.90.730.10.6 A.2-208
1ffyA02 3.90.740.10.3 A.193-399
1hp1A02 3.90.780.10.3 A.329-515
1j09A03 3.90.800.10.2 A.71-186
4mitG00 3.90.810.10.2 G.1-43
3v77A00 3.90.850.10.8 A.2-224
1jcuA00 3.90.870.10.7 A.1-208
4likA00 3.90.920.10.2 A.5-391
4a17E01 3.90.930.12.9 E.1-85
1vw4F02 3.90.930.12.10 F.118-212
5uagE00 3.90.940.10.4 E.1-89
2amhA00 3.90.950.10.8 A.7-207
1wdvA00 3.90.960.10.3 A.3-152
2z7eC00 3.90.1010.10.4 C.2-138
1wr8A02 3.90.1070.10.2 A.82-150
3ltiA01 3.90.1110.10.1 A.5-77,196-296
1jh6A00 3.90.1140.10.4 A.1-181
1sffA01 3.90.1150.10.113 A.2-58,319-426
3cbfA01 3.90.1150.10.114 A.5-68,286-396
3dydA01 3.90.1150.10.115 A.47-73,318-427
3ezsA01 3.90.1150.10.116 A.1-36,278-374
1wyuB02 3.90.1150.10.117 B.62-76,345-457
3f9tA01 3.90.1150.10.118 A.3-42,304-395
2douB01 3.90.1150.10.119 B.8-57,277-375
6blgA02 3.90.1150.10.120 A.253-379
6g4bA01 3.90.1150.10.121 A.6-65,346-456
2epjA01 3.90.1150.10.122 A.9-74,325-434
2bwnB01 3.90.1150.10.123 B.1-62,299-395
3ffrA01 3.90.1150.10.124 A.1-15,263-362
3dodB01 3.90.1150.10.125 B.4-61,339-448
3i5tB01 3.90.1150.10.126 B.13-71,350-460
3eleC01 3.90.1150.10.127 C.3-70,303-398
3nraA01 3.90.1150.10.128 A.3-71,300-405
4kamC02 3.90.1150.10.129 C.306-444
3lvmA01 3.90.1150.10.130 A.22-34,282-395
4h51A01 3.90.1150.10.131 A.30-62,335-414
3a2bA01 3.90.1150.10.132 A.22-54,294-392
4my5D01 3.90.1150.10.133 D.4-60,287-387
3ffhA01 3.90.1150.10.134 A.15-56,270-363
1uouA03 3.90.1170.30.4 A.366-460
4ga6A04 3.90.1170.30.5 A.413-493
1fm0E00 3.90.1170.40.1 E.2-150
1j3aA00 3.90.1180.10.1 A.1-142
4fevA02 3.90.1200.10.13 A.101-272
3jr1A02 3.90.1200.10.14 A.113-309
2wqpA02 3.90.1210.10.2 A.277-349
1t3cA00 3.90.1240.10.3 A.1-411
3lfrB01 3.90.1280.20.2 B.1-13,81-130
3ppmB00 3.90.1300.10.7 B.27-571
5u47A02 3.90.1310.10.10 A.30-48,139-187
2wadA02 3.90.1310.10.11 A.57-83,187-279,303-310,548-567
1ro7C00 3.90.1480.10.1 C.2-257
1vk1A01 3.90.1530.10.1 A.11-96,227-242
3ijmA00 3.90.1570.20.1 A.6-151
2gv9B04 3.90.1600.10.5 B.659-724,784-914
4ls9A01 3.90.1640.10.3 A.23-231
2icuB00 3.90.1680.10.2 B.10-229
3kw0A00 3.90.1720.10.13 A.21-214
4hz9A00 3.90.1720.10.14 A.2-119
3h1dA01 3.90.1750.10.1 A.11-169,250-285
3nkdB01 3.100.10.20.1 B.9-96
1cixA00 4.10.40.20.5 A.1-44
1u6pA00 4.10.60.10.7 A.1-56
4r5rA00 4.10.70.10.1 A.1-68
2kq8A01 4.10.80.110.1 A.36-58
3a44C02 4.10.80.120.1 C.69-89
2nluA01 4.10.80.150.1 A.13-30
3lppA01 4.10.110.10.2 A.28-74
4hkdA00 4.10.170.10.2 A.4-53
1nkzA00 4.10.220.20.2 A.2-53
3coqA00 4.10.240.10.7 A.1-89
2pbiA03 4.10.260.10.3 A.214-267
4f3lB01 4.10.280.10.12 B.11-68
1mdyA00 4.10.280.10.13 A.1-68
2ypaB00 4.10.280.10.14 B.8-80
1w3dA00 4.10.320.10.6 A.10-55
1f5yA01 4.10.400.10.7 A.1-44
2uuyB01 4.10.410.10.15 B.17-52
1y62A00 4.10.410.10.16 A.3-58
1bunB00 4.10.410.10.17 B.1-61
1hnrA00 4.10.430.10.1 A.1-47
1rl0A02 4.10.470.10.11 A.182-255
1m2tA02 4.10.470.10.12 A.168-248
5d8vA00 4.10.490.10.1 A.1-83
1owfA00 4.10.520.10.4 A.2-97
5o5jR00 4.10.640.10.3 R.17-81
1icfI00 4.10.800.10.2 I.1-65
3v1aA00 4.10.860.20.1 A.1-48
1m9oA00 4.10.1000.10.2 A.4-43
3n93B04 4.10.1240.10.9 B.409-476
4fvmA04 6.10.10.100.1 A.422-467
4xotA01 6.10.20.90.1 A.1-78
2z1dA03 6.10.20.100.1 A.320-372
2p63A01 6.10.30.20.1 A.10-55
1zi7A02 6.10.140.1150.1 A.277-326
1zr6A04 6.10.140.1160.1 A.438-466
2a5hA01 6.10.140.1170.1 A.3-53
2fzlA02 6.10.140.1180.1 A.36-97
1vw4T02 6.10.140.1190.1 T.173-239
2diiA01 6.10.140.1200.1 A.12-53
2e1mB01 6.10.140.1210.1 B.1-44
2ehwA00 6.10.140.1220.1 A.3-117
2gd5B00 6.10.140.1230.1 B.1-176
2xzlA04 6.10.140.1240.1 A.446-498
2jtxA01 6.10.140.1250.1 A.61-106
2ju0B00 6.10.140.1260.1 B.1-52
2kktA00 6.10.140.1270.1 A.6-57
2kuyA00 6.10.140.1280.1 A.1-43
2kw3A00 6.10.140.1290.1 A.1-68
2kw6A00 6.10.140.1300.1 A.1-65
2kz6A01 6.10.140.1310.1 A.3-83
2lonA01 6.10.140.1320.1 A.28-92
2mdfA00 6.10.140.1330.1 A.1-57
2mpnA00 6.10.140.1340.1 A.1-68
4jo7A00 6.10.140.1350.1 A.1-88
3q23A03 6.10.140.1360.1 A.351-422
3q23A04 6.10.140.1370.1 A.467-557
2mjfA00 6.10.250.1790.1 A.1-40
2mkgA00 6.10.250.1800.1 A.1-63
2mm4A00 6.10.250.1810.1 A.1-58
2mxrA00 6.10.250.1820.1 A.7-51
2p22D00 6.10.250.1830.1 D.1-79
2p64A00 6.10.250.1840.1 A.2-52
2pffB06 6.10.250.1850.1 B.1867-1896
3q23A05 6.10.250.1860.1 A.575-599,1089-1112
2psoB01 6.10.250.1870.1 B.31-50
2q97T00 6.10.250.1880.1 T.1-109
2r4jB04 6.10.250.1890.1 B.462-497
2qfaB00 6.10.250.1900.1 B.1-62
2rm8A00 6.10.250.1910.1 A.1-68
2rmfA00 6.10.250.1920.1 A.1-40
2uv8A03 6.10.250.1930.1 A.328-383
2uv9A05 6.10.250.1940.1 A.909-953
2ve7A02 6.10.250.1950.1 A.134-208,209-312
2xliA02 6.10.250.1960.1 A.113-123
2xqhA02 6.10.250.1970.1 A.158-213
2xqhA03 6.10.250.1980.1 A.214-280
2xzmW04 6.10.250.1990.1 W.248-260
2y0mB00 6.10.250.2000.1 B.29-70
2yfvC00 6.10.250.2010.1 C.4-63
2yggA00 6.10.250.2020.1 A.1-66
2yo2A02 6.10.250.2030.1 A.54-113
2yo3A03 6.10.250.2040.1 A.132-189
2z5bB02 6.10.250.2050.1 B.81-93
3abqB02 6.10.250.2060.1 B.93-122
5b66j00 6.10.250.2070.1 j.1-40
3b0zA00 6.10.250.2080.1 A.12-52
3bk6A02 6.10.250.2090.1 A.117-170
3bpqA00 6.10.250.2100.1 A.8-48
3brvC00 6.10.250.2110.1 C.5-46
3d9xA03 6.10.250.2120.1 A.102-125
3duzA05 6.10.250.2130.1 A.393-440
6a02A02 6.10.250.2140.1 A.81-134,169-178
2yevC00 6.10.280.110.1 C.2-64
5oomq00 6.10.280.120.1 q.25-152
3mk7C01 6.10.280.130.1 C.1-94
2cb9A02 6.10.300.10.1 A.117-159
4e2xA01 6.20.50.110.1 A.12-64
3wknF00 6.20.50.120.1 F.8-53
2h4oA00 6.20.120.10.1 A.2-63
1vomA05 6.20.240.20.1 A.691-747
4bmjA00 6.20.250.40.1 A.4-65
3zrtD01 6.20.370.60.1 D.10-103
1vwxg01 6.20.370.70.1 g.2-38
1f46B00 3.30.1400.10.1 B.1-140
1jg5A00 3.30.1410.10.1 A.1-83
3do6A02 3.30.1510.10.1 A.118-236
1o9iA02 3.30.1530.10.1 A.204-266
1oo0A00 3.30.1560.10.1 A.4-147
1hufA00 3.30.1570.10.1 A.8-130
2l6qA00 3.30.1580.10.1 A.1-62
3hjeA02 3.30.1590.10.1 A.86-200
1l1lA02 3.30.1620.10.1 A.181-292
1oaoC03 3.30.1650.10.1 C.318-493
1okgA03 3.30.1670.10.1 A.303-373
1t8sA01 3.30.1730.10.1 A.8-172
1vclA03 3.30.1750.10.1 A.285-432
1vk1A02 3.30.1760.10.1 A.97-226
2py5A03 3.30.1770.10.1 A.262-359
1td6A02 3.30.1790.10.1 A.119-210
2hh8A00 3.30.1810.10.1 A.7-133
2iayA00 3.30.1820.10.1 A.1-114
2joeA01 3.30.1830.10.1 A.5-132
3bq9A01 3.30.1850.10.1 A.2-115
2qyaA01 3.30.1860.10.1 A.4-110
2qgmA02 3.30.1870.10.1 A.103-174
3bqwA02 3.30.1930.10.1 A.164-289,341-351
3bu2A02 3.30.1940.10.1 A.18-89
2j58A03 3.30.1950.10.1 A.69-149
2fdoA00 3.30.1970.10.1 A.2-94
1qw2A00 3.30.1980.10.1 A.1-102
1sr8A01 3.30.1990.10.1 A.1-39
2pifA02 3.30.2040.10.1 A.128-240
5b66O02 3.30.2050.10.1 O.151-186
2vpzA04 3.30.2070.10.1 A.485-508,533-569
2ww2A02 3.30.2080.10.1 A.274-297,590-614,615-731
1sr8A02 3.30.2110.10.1 A.40-192
1r7lA00 3.30.2120.10.1 A.2-104
1nt2B01 3.30.2150.10.1 B.1-71
2gukA00 3.30.2190.10.1 A.7-117
3fn2A00 3.30.2200.10.1 A.6-102
3fy6D01 3.30.2210.10.1 D.8-116
3bl9B02 3.30.2240.10.1 B.107-136,256-300
2nmlA00 3.30.2260.10.1 A.2-101
2gagD00 3.30.2270.10.1 D.1-91
1sgoA01 3.30.2280.10.1 A.32-139
1szwA02 3.30.2340.10.1 A.189-324
1p1hB01 3.30.2360.10.1 B.10-63,104-136,438-533
3ic3A01 3.30.2370.10.1 A.26-89
