1oaiA00 1.10.8.10.1 A.1-59
3dhaA01 3.60.15.10.3 A.1-245
4c1hA00 3.60.15.10.4 A.6-227
5ew0A00 3.60.15.10.5 A.6-233
4zflD00 3.60.20.10.1 D.1-227
2imhA01 3.60.20.10.2 A.2-218
5le5A00 3.60.20.10.3 A.4-233
5le5H00 3.60.20.10.4 H.1-220
5le5U00 3.60.20.10.5 U.2-245
5le5D00 3.60.20.10.6 D.9-241
3rl5A00 3.60.21.10.1 A.13-293
5uq6A00 3.60.21.10.2 A.4-304
5inbA00 3.60.21.10.3 A.4-296
2wdcA01 3.60.21.10.4 A.21-45,99-362
2jfrA00 3.60.40.10.1 A.1-234
4jndA02 3.60.40.10.2 A.164-441
4yzgA00 3.60.40.10.3 A.1-294
4lf0A00 3.60.110.10.1 A.1-340
1ds1A00 3.60.130.10.1 A.2-324
2wbqA00 3.60.130.10.2 A.21-356
1rv9A00 3.60.140.10.1 A.15-256
1q1lA00 3.60.150.10.1 A.5-401
1pg6A00 3.60.160.10.1 A.12-238
5u4hA02 3.65.10.10.1 A.24-232
5u4hA01 3.65.10.10.2 A.2-21,234-421
1ud9A00 3.70.10.10.1 A.1-245
6nibA00 3.75.10.10.1 A.5-367
4ytbA01 3.75.10.10.2 A.1-316
4fs7A00 3.80.10.10.1 A.2-394
1o6vB01 3.80.10.10.2 B.6-384
4cp6A00 3.80.10.10.3 A.13-417
4gt6A00 3.80.10.10.4 A.2-380
3o6nA00 3.80.10.10.5 A.7-390
4q62A00 3.80.10.10.6 A.6-418
4u08A00 3.80.10.10.7 A.6-396
4r6fA00 3.80.10.10.8 A.2-330
4hq1A01 3.80.10.10.9 A.24-321
3canA00 3.80.30.10.1 A.4-182
1j0pA00 3.90.10.10.1 A.1-108
6bwlA02 3.90.25.10.1 A.179-214,244-313
6gpkA02 3.90.25.10.2 A.216-250,279-329,351-373
1r6dA02 3.90.25.10.3 A.180-219,243-273,298-322
6dntA02 3.90.25.10.4 A.209-245,273-343
2xu3A00 3.90.70.10.1 A.1-220
3i06A00 3.90.70.10.2 A.1-215
4yyuA00 3.90.70.10.3 A.1-221
4i07A00 3.90.70.10.4 A.2-254
3f5vA00 3.90.70.10.5 A.1-222
6ay2B00 3.90.70.10.6 B.2-255
3pdfA02 3.90.70.10.7 A.207-441
3hhiA00 3.90.70.10.8 A.56-313
1a73A00 3.90.75.10.1 A.2-163
1jetA02 3.90.76.10.1 A.45-168
2d5wA02 3.90.76.10.2 A.42-158
4jb1A03 3.90.78.10.1 A.230-340
3x0iA00 3.90.79.10.1 A.10-168
5ws7A00 3.90.79.10.2 A.1-156
1ryaA00 3.90.79.10.3 A.1-160
1sjyA00 3.90.79.10.4 A.2-159
4s2xA00 3.90.79.10.5 A.1-161
6dt3B00 3.90.79.10.6 B.1-144
1hztA00 3.90.79.10.7 A.31-183
3n75A04 3.90.100.10.1 A.595-711
4plzA02 3.90.110.10.1 A.150-317
1g55A01 3.90.120.10.1 A.186-329
2wb0X02 3.90.148.10.1 X.94-300
2vsgA01 3.90.150.10.1 A.1-30,84-251
3essA00 3.90.175.10.1 A.23-230
1qs1A01 3.90.176.10.1 A.62-264
5dp2A01 3.90.180.10.1 A.8-138,280-342
5fi3A01 3.90.180.10.2 A.13-163,321-356
4idcA01 3.90.180.10.3 A.12-162,278-332
2jhfA01 3.90.180.10.4 A.1-178,318-374
3fpcA01 3.90.180.10.5 A.1-161,293-352
3tewA01 3.90.182.10.1 A.15-258
4yaaA00 3.90.190.10.1 A.25-306
3zm1A00 3.90.190.10.2 A.1-282
2b49A00 3.90.190.10.3 A.20-278
1ywfA00 3.90.190.10.4 A.24-295
4nx8B00 3.90.190.10.5 B.33-293
2hc1A00 3.90.190.10.6 A.2-291
4ckkB01 3.90.199.10.1 B.4-206,305-340,465-493
5jbxB01 3.90.226.10.1 B.1-201
4fn7B00 3.90.226.10.2 B.1-229
1sg4A01 3.90.226.10.3 A.2-204
1dciA01 3.90.226.10.4 A.1-212
3qxzA01 3.90.226.10.5 A.6-204
4izbB01 3.90.226.10.6 B.2-208
6ojmB01 3.90.226.10.7 B.9-223
3pe8A00 3.90.226.10.8 A.8-235
4jvtA01 3.90.226.10.9 A.25-249
3moyA01 3.90.226.10.10 A.6-205
2gg2A00 3.90.230.10.1 A.1-263
2yhgA01 3.90.245.10.1 A.27-327
4ktyA02 3.90.260.10.1 A.200-508
3sm4A00 3.90.320.10.1 A.5-229
6ngmB01 3.90.340.10.1 B.18-134,161-171,275-289,359-383
2p0wA01 3.90.360.10.1 A.6-119,153-170
2bmoA01 3.90.380.10.1 A.3-33,163-439
1i4jA00 3.90.470.10.1 A.1-110
4g38A01 3.90.480.10.1 A.81-147,341-424
1xg0B00 3.90.510.10.1 B.1-67
3iohA00 3.90.550.10.1 A.7-289
3u2uA00 3.90.550.10.2 A.1-263
2nxvA01 3.90.550.10.3 A.17-249
6b5kB00 3.90.550.10.4 B.1-286
2fy7A00 3.90.550.10.5 A.11-287
1qg8A00 3.90.550.10.6 A.1-255
3oamA00 3.90.550.10.7 A.1-252
1g9rA00 3.90.550.10.8 A.2-282
3mjfA04 3.90.600.10.1 A.333-428
4b1yB03 3.90.640.10.1 B.182-270
3i33A04 3.90.640.10.2 A.250-333
2z1eA02 3.90.650.10.1 A.156-326
3c9uA02 3.90.650.10.2 A.177-342
2jaeA02 3.90.660.10.1 A.51-127,229-237,316-421
1ucdA00 3.90.730.10.1 A.1-190
2r4fA02 3.90.770.10.1 A.103-151,270-426
4gr5C01 3.90.820.10.1 C.5-68
4bx8A03 3.90.830.10.1 A.243-367
4maqB00 3.90.850.10.1 B.2-240
2eb4D00 3.90.850.10.2 D.1-267
1k4iA00 3.90.870.10.1 A.12-227
1k7jA00 3.90.870.10.2 A.2-206
2i5vO02 3.90.930.1.1 O.106-251
2oy7A02 3.90.930.1.2 A.83-221
2oy7A03 3.90.930.1.3 A.222-320
2carB00 3.90.950.10.1 B.3-196
1v7rA00 3.90.950.10.2 A.1-186
1dd9A01 3.90.980.10.1 A.20-145
1gd8A00 3.90.1030.10.1 A.14-118
2w8tA01 3.90.1150.10.1 A.40-75,315-419
4jf1B01 3.90.1150.10.2 B.33-74,321-419
2dkjA01 3.90.1150.10.3 A.6-32,285-407
1vefA01 3.90.1150.10.4 A.9-62,305-395
2ordA01 3.90.1150.10.5 A.5-57,302-397
4msoB02 3.90.1150.10.6 B.287-423
4uhoA01 3.90.1150.10.7 A.34-88,369-468
4a6rA01 3.90.1150.10.8 A.34-67,343-459
1cs1A02 3.90.1150.10.9 A.248-386
2rfvA02 3.90.1150.10.10 A.262-394
3qguA01 3.90.1150.10.11 A.40-80,336-438
5vehB01 3.90.1150.10.12 B.12-52,310-426
4wbtA01 3.90.1150.10.13 A.1-49,275-374
3kgwB01 3.90.1150.10.14 B.2-34,283-391
3dzzA01 3.90.1150.10.15 A.5-40,285-390
4itxA02 3.90.1150.10.16 A.259-395
3bc8A03 3.90.1150.10.17 A.312-449
5j8qA01 3.90.1150.10.18 A.1-27,295-413
4lc3A02 3.90.1150.10.19 A.258-391
3cq5A01 3.90.1150.10.20 A.6-54,276-369
2fnuB02 3.90.1150.10.21 B.246-374
5vnxA01 3.90.1150.10.22 A.25-56,291-393
4wydA01 3.90.1150.10.23 A.28-92,360-457
1vq8H00 3.90.1170.10.1 H.1-171
6hmaK01 3.90.1170.10.2 K.23-137
2pa2A00 3.90.1170.10.3 A.9-145
1vw4K00 3.90.1170.10.4 K.38-232
6ctzA02 3.90.1200.10.1 A.94-297
6fucA02 3.90.1200.10.2 A.89-272
4pdyA02 3.90.1200.10.3 A.112-349
2j4mA02 3.90.1220.10.1 A.48-89
4d3tA03 3.90.1230.10.1 A.194-216,239-304
6e5yA02 3.90.1260.10.1 A.77-104,193-379
4qmdA00 3.90.1290.10.1 A.1-193
1m22A00 3.90.1300.10.1 A.5-494
4yj6A00 3.90.1300.10.2 A.6-495
4mnrA01 3.90.1310.10.1 A.23-45,48-79,104-111,150-165,344-357
1gqiA03 3.90.1330.10.1 A.472-708
1h6wA03 3.90.1340.10.1 A.246-312
1ikpA02 3.90.1350.10.1 A.241-398
3v7nA01 3.90.1380.10.1 A.6-100
4g0aA01 3.90.1400.10.1 A.2-145
3qxyA01 3.90.1410.10.1 A.19-276
3smtA02 3.90.1420.10.1 A.328-491
1q60A00 3.90.1460.10.1 A.1-99
1rkuA02 3.90.1470.10.1 A.14-70,92-129
3sj5A00 3.90.1520.10.1 A.1-185
2z0jH00 3.90.1560.10.1 H.1-237
1z70X00 3.90.1580.10.1 X.14-299
2hbwA02 3.90.1720.10.1 A.88-235
4f0wA00 3.90.1720.10.2 A.37-188
4lj1A00 3.90.1720.10.3 A.4-147
1yrtA02 3.90.1760.10.1 A.44-187
3emiA00 3.90.1780.10.1 A.7-116
1twfB08 3.90.1800.10.1 B.1127-1211
3iylW01 3.90.1810.10.1 W.2-389
1obbB00 3.90.1820.10.1 B.4-480
1vq8L02 3.100.10.10.1 L.52-150
1vq8O00 3.100.10.10.2 O.2-116
1g9pA00 4.10.40.10.1 A.1-45
1aggA00 4.10.40.10.2 A.1-48
5b1aL00 4.10.49.10.1 L.2-47
5udzA02 4.10.60.10.1 A.95-141
3nybB00 4.10.60.10.2 B.7-83
3nggB00 4.10.75.10.1 B.3-50
4q4w400 4.10.80.10.1 4.2-69
5osnD00 4.10.80.10.2 D.27-69
5b1aM00 4.10.81.10.1 M.1-43
1ckmA03 4.10.87.10.1 A.190-235,319-326
1qqp400 4.10.90.10.1 4.15-85
5b1aJ00 4.10.91.10.1 J.1-58
5b1aG00 4.10.95.10.1 G.1-84
3b9fL00 4.10.140.10.1 L.4-47
1w6sB00 4.10.160.10.1 B.1-73
3cj8B01 4.10.180.10.1 B.2-16
1d66A00 4.10.240.10.1 A.8-64
1hwtC01 4.10.240.10.2 C.9-42
6g6kB00 4.10.280.10.1 B.6-81
6od3A00 4.10.280.10.2 A.1-62
1w85I00 4.10.320.10.1 I.6-47
4wfoA03 4.10.372.10.1 A.287-375
4wfoA02 4.10.375.10.1 A.187-286
2fcwB02 4.10.400.10.1 B.37-78
2fcwB01 4.10.400.10.2 B.1-36
1g6xA00 4.10.410.10.1 A.1-58
1kthA00 4.10.410.10.2 A.1-58
3qvpA02 4.10.450.10.1 A.53-81,93-109,218-235
3bwhA02 4.10.470.10.1 A.161-244
2z4uA02 4.10.470.10.2 A.178-258
4u9hS02 4.10.480.10.1 S.181-265
2wnpF02 4.10.530.10.1 F.136-208
1rzhH01 4.10.540.10.1 H.12-116
1aooA00 4.10.650.10.1 A.1-40
1p0sL01 4.10.740.10.1 L.3-47
1y7jA00 4.10.760.10.1 A.14-53
3do9C02 4.10.810.10.1 C.126-176
2vqeN00 4.10.830.10.1 N.2-61
2a26B01 4.10.860.10.1 B.2-45
4u1cA01 4.10.860.10.2 A.4-55
1rdrA01 4.10.880.10.1 A.72-200,244-269
1i7wD00 4.10.900.10.1 D.55-145
2vqeM02 4.10.910.10.1 M.73-126
1vq8A03 4.10.950.10.1 A.161-238
2ebqA00 4.10.1060.10.1 A.1-47
3ju4A04 4.10.1090.10.1 A.517-670
1wysA00 4.10.1110.10.1 A.1-75
2e6iA00 4.10.1130.10.1 A.1-64
1q16A01 4.10.1200.10.1 A.2-28
2qkhA00 4.10.1240.10.1 A.26-119
3c4mA03 4.10.1240.10.2 A.375-401,452-520
3girA03 4.10.1250.10.1 A.259-304
1al0B00 4.10.1260.10.1 B.1-120
1xutA01 4.10.1290.10.1 A.12-46
1oryB00 6.10.10.10.1 B.16-55
3ksxA03 6.10.10.20.1 A.240-273
1irxA03 6.10.20.10.1 A.270-317
3f2bA05 6.10.50.10.1 A.588-635
2oyyA00 6.10.80.10.1 A.4-74
2kr1A00 6.10.130.10.1 A.19-82
1go3F02 6.10.140.10.1 F.1-47
1kbhA00 6.10.140.20.1 A.1-47
1rp3B02 6.10.140.30.1 B.52-88
2gsvB00 6.10.140.40.1 B.2-69
2i5eA02 6.10.140.50.1 A.169-211
1htrP00 6.10.140.60.1 P.1-43
1eg3A02 6.10.140.70.1 A.40-74,248-261
1e3mB03 6.10.140.80.1 B.261-316
2i9fB00 6.10.140.90.1 B.7-64
1q0vA00 6.10.140.100.1 A.1-81
1q2hA00 6.10.140.110.1 A.5-67
1qv9A02 6.10.140.120.1 A.125-151,184-259
1qvrC04 6.10.140.130.1 C.401-513
1v65A00 6.10.140.140.1 A.1-64
1rp3H01 6.10.140.150.1 H.1-49
1rq0A01 6.10.140.160.1 A.1-83
1v0dA01 6.10.140.170.1 A.85-133
1u5tA01 6.10.140.180.1 A.20-86
1yg2A02 6.10.140.190.1 A.90-179
1ykhA00 6.10.140.200.1 A.14-108
1srqD01 6.10.140.210.1 D.25-335
2aw4201 6.10.140.220.1 2.8-36
1vs9O01 6.10.160.10.1 O.1-55
2an7A00 6.10.180.10.1 A.1-83
1gdtB02 6.10.250.10.1 B.99-138
1y8aA03 6.10.250.20.1 A.303-332
1iznB03 6.10.250.30.1 B.247-271
2ba2A00 6.10.250.40.1 A.5-85
2fztA00 6.10.250.50.1 A.3-79
1hn3A01 6.10.250.60.1 A.5-34
3qksA02 6.10.250.70.1 A.141-199
1l5aA02 6.10.250.80.1 A.159-190
1go4H00 6.10.250.90.1 H.3-95
1l6kA00 6.10.250.100.1 A.4-76
2q7tA02 6.10.250.110.1 A.269-300
1p9cA01 6.10.250.120.1 A.15-33
2z5yA03 6.10.250.130.1 A.462-513
1r71A02 6.10.250.140.1 A.79-136
1v57A02 6.10.250.150.1 A.63-86
1rp0A01 6.10.250.160.1 A.18-38
1sg4C02 6.10.250.170.1 C.205-252
1vdiA00 6.10.250.180.1 A.1-52
1xouB00 6.10.250.190.1 B.2-85
1rgxA01 6.10.250.200.1 A.26-50
2g0qA02 6.10.250.210.1 A.125-158
1u5eA01 6.10.250.220.1 A.1-53
1wq6A00 6.10.250.230.1 A.11-69
3vdpA04 6.10.250.240.1 A.185-209
1wmiB00 6.10.250.250.1 B.7-67
1x74A03 6.10.250.260.1 A.188-210
1x3zA01 6.10.250.270.1 A.1-26
1zrxA00 6.10.250.280.1 A.1-42
1zavA02 6.10.250.290.1 A.136-178
1q16A02 6.10.250.300.1 A.29-41
1xaoA02 6.10.250.310.1 A.81-96
2w8aC02 6.10.250.320.1 C.519-539
3oeiE02 6.10.250.330.1 E.39-75
3h52A01 6.10.250.340.1 A.3-21
2kj1A00 6.10.250.350.1 A.18-78
1ykhB00 6.10.280.10.1 B.2-130
1knzA01 6.10.280.20.1 A.7-108
3nymA00 6.10.290.10.1 A.3-126
2zu0D00 6.10.330.10.1 D.105-212
1lmmA01 6.20.10.10.1 A.8-35
4jdmA01 6.20.30.10.1 A.7-51
2znhA03 6.20.40.10.1 A.350-396
1yukA02 6.20.50.10.1 A.60-99
1x0tA02 6.20.50.20.1 A.65-109
2zixA01 6.20.60.10.1 A.15-55
2wadA01 6.20.70.10.1 A.50-56,280-302
1y07B01 6.20.90.10.1 B.2-40
1vw4V00 6.20.130.10.1 V.20-83
3qr8A02 6.20.150.10.1 A.91-163
3akoD00 6.20.160.10.1 D.6-81
3sf4D00 6.20.200.10.1 D.7-51
2conA00 6.20.210.10.1 A.1-79
2ds5A00 6.20.220.10.1 A.9-51
3if8B03 6.20.270.10.1 B.176-250
3kxyT00 6.20.290.10.1 T.2-66
1kg1A01 6.20.370.10.1 A.1-28
2wbtA01 6.20.390.10.1 A.23-73
4a9aC01 6.20.400.10.1 C.11-79
1uvjA04 6.20.410.10.1 A.607-664
2waqQ00 6.20.450.10.1 Q.38-82
1cmbA00 1.10.140.10.1 A.1-104
1af7A01 1.10.155.10.1 A.1-80
3tk8B01 1.10.166.10.1 B.43-112
1bvp103 1.10.170.10.1 1.254-349
1jvrA00 1.10.185.10.1 A.1-137
1kblA02 1.10.189.10.1 A.341-381,509-530
1vpuA00 1.10.195.10.1 A.1-45
1bvp101 1.10.250.10.1 1.1-120
2wb0X01 1.10.269.10.1 X.4-93,301-327
2endA00 1.10.440.10.1 A.2-138
5b1aD00 1.10.442.10.1 D.4-147
1bgfA00 1.10.532.10.1 A.1-124
5w6yA00 1.10.590.10.1 A.73-316
1sigA00 1.10.601.10.1 A.4-337
1musA03 1.10.740.10.1 A.346-471
4fasA01 1.10.780.10.1 A.1-240
1iieA00 1.10.870.10.1 A.1-75
2oq1A02 1.10.930.10.1 A.110-154
1tbaA00 1.10.1100.10.1 A.1-67
1f6vA00 1.10.1180.10.1 A.1-91
16vpA00 1.10.1290.10.1 A.1-356
1mswD01 1.10.1320.10.1 D.8-325
1qhdA02 1.10.1350.10.1 A.2-159,330-398
1i5jA00 1.10.1440.10.1 A.13-79
2pbyB02 1.10.1500.10.1 B.61-199
1t77A02 1.10.1540.10.1 A.126-414
1e5rB02 1.10.1720.10.1 B.204-287
1tkvA00 1.10.1810.10.1 A.2-90
1qf8A01 1.10.1820.10.1 A.7-107
1tx9A00 1.10.1850.10.1 A.3-143
2axqA03 1.10.1870.10.1 A.270-369
4pkwA02 1.10.2030.10.1 A.41-123
1jmuB02 1.10.2040.10.1 B.146-235,600-633
1k87A02 1.10.2060.10.1 A.140-260
1n8vB00 1.10.2080.10.1 B.1-103
1n81A00 1.10.3030.10.1 A.1-186
1n93X01 1.10.3040.10.1 X.33-240
1n93X02 1.10.3050.10.1 X.241-375
1nxhA00 1.10.3070.10.1 A.3-126
1w36B02 1.10.3170.10.1 B.155-349
4zdsB00 1.10.3180.10.1 B.1-129
1wpbB02 1.10.3190.10.1 B.61-172
1wteB01 1.10.3250.10.1 B.1-87,213-272
1kyqA03 1.10.3280.10.1 A.190-273
3h0nA00 1.10.3300.10.1 A.3-185
