3vkgB04 1.10.8.710.1 B.739-869
1ofwA02 3.90.10.10.14 A.1-99,130-167
1h29B04 3.90.10.10.15 B.390-510
1a41A01 3.90.15.10.4 A.1-136
1dkgA01 3.90.20.20.1 A.34-137
2ggsA02 3.90.25.10.37 A.160-181,212-248,265-273
3sxpB02 3.90.25.10.38 B.187-231,254-288,306-324
1vl0A02 3.90.25.10.39 A.170-192,222-261,278-291
1z45A02 3.90.25.10.40 A.210-233,288-315,337-356
1rkxB02 3.90.25.10.41 B.194-357
3g5kA00 3.90.45.10.8 A.1-183
2mobA00 3.90.56.10.4 A.35-128
4bopB00 3.90.70.80.6 B.2-151
5jzeA00 3.90.70.80.7 A.1-159
5lw5A00 3.90.70.100.1 A.10-154
5ezqA01 3.90.70.110.1 A.14-149
2j7qA00 3.90.70.120.1 A.2-231
2z84A00 3.90.70.130.1 A.2-211
3oqcA02 3.90.70.130.2 A.270-481
4qflA02 3.90.76.10.12 A.38-208
3qsjA00 3.90.79.10.62 A.3-224
1vk6A02 3.90.79.10.63 A.138-268
3fspA03 3.90.79.10.64 A.238-363
3gz8C01 3.90.79.10.65 C.23-158
3q91D00 3.90.79.10.66 D.35-216
4dywA00 3.90.79.10.67 A.26-154
3q91B00 3.90.79.10.68 B.36-216
3id9B00 3.90.79.10.69 B.23-161
1e9gB00 3.90.80.10.4 B.1-283
2v8iA03 3.90.105.40.1 A.255-288,343-371
2x0jA02 3.90.110.10.15 A.143-294
1s6yA02 3.90.110.10.16 A.174-445
4ft4A03 3.90.120.10.9 A.529-703
2j3xA01 3.90.176.10.12 A.2-219
1gxyA00 3.90.176.10.13 A.4-226
3gazA01 3.90.180.10.47 A.6-130,299-336
5zxnA01 3.90.180.10.48 A.1-123,306-340
1v3vA01 3.90.180.10.49 A.1-124,303-333
2j8zA01 3.90.180.10.50 A.21-142,287-354
3tqhA01 3.90.180.10.51 A.5-136,270-321
4eyeA01 3.90.180.10.52 A.23-142,311-342
3zl8A03 3.90.190.20.3 A.289-427
3hn7A03 3.90.190.20.4 A.377-523
4qdiA03 3.90.190.20.5 A.329-471
1w78A02 3.90.190.20.6 A.288-419
1p3dA03 3.90.190.20.7 A.324-473
1e8cB03 3.90.190.20.8 B.343-484
1o5zA02 3.90.190.20.9 A.306-442
5umnB00 3.90.209.20.6 B.9-263
1bcpA00 3.90.210.10.6 A.2-235
1re3B01 3.90.215.10.6 B.17-208,299-310
1ydxA03 3.90.220.20.5 A.208-351
3njdA00 3.90.226.10.85 A.29-333
2f6iC00 3.90.226.10.86 C.22-210
3rrvC00 3.90.226.10.87 C.24-272
6iumA01 3.90.226.10.88 A.2-279
4kwbA01 3.90.226.10.89 A.6-120,188-273
2w3pA01 3.90.226.10.90 A.10-261,492-556
5fifE01 3.90.226.10.91 E.51-305
4lk5C01 3.90.226.10.92 C.33-217
2f9iC00 3.90.226.10.93 C.14-327
3bf0C03 3.90.226.10.94 C.294-407,474-526
4gm2A00 3.90.226.10.95 A.22-204
4gmuA03 3.90.228.20.1 A.260-329,415-612
4r60A02 3.90.230.10.15 A.166-400
6a9tA02 3.90.230.10.16 A.187-443
3fz0D00 3.90.245.10.9 D.6-360
1wpxB00 3.90.280.10.7 B.2-220
1ksqA00 3.90.290.10.5 A.1-75
1w36B05 3.90.320.10.9 B.889-1174
4qdcA02 3.90.380.10.9 A.162-383
3k8kA03 3.90.400.10.8 A.131-191,316-331
2biiA01 3.90.420.10.5 A.4-239
2c43A01 3.90.470.20.9 A.26-133,275-311
5xukA00 3.90.470.20.10 A.1-115
3bcvA00 3.90.550.10.60 A.3-218
3oc9A00 3.90.550.10.61 A.6-405
2dpwA00 3.90.550.10.62 A.2-231
2i5eA01 3.90.550.10.63 A.2-168
6g9vA01 3.90.550.10.64 A.27-466
3rsbB00 3.90.550.10.65 B.2-190
3d5nA00 3.90.550.10.66 A.2-178
2jh1A01 3.90.640.70.1 A.20-127
2jh1A02 3.90.640.70.2 A.128-239
2lboA00 3.90.640.70.3 A.1-123
3viuA04 3.90.650.10.11 A.553-725
1sezA02 3.90.660.20.3 A.51-108,225-240,331-441
3ka7A02 3.90.660.50.1 A.84-188,277-377
3cirA02 3.90.700.10.7 A.235-352
1bolA00 3.90.730.10.9 A.1-222
1wkaA00 3.90.740.10.6 A.4-146
4q7fA02 3.90.780.10.6 A.320-527
3afhA02 3.90.800.10.5 A.95-198
1e0aB00 3.90.810.10.5 B.1-46
2wqtA00 3.90.850.10.11 A.1-262
3vtiA03 3.90.870.40.1 A.192-255,309-365
5of3A00 3.90.920.10.5 A.11-329
4bxfA03 3.90.930.40.2 A.304-442
3deeA02 3.90.930.50.1 A.118-231
1dzfA02 3.90.940.20.1 A.143-215
2a9sB00 3.90.950.20.2 B.3-167
3op6A00 3.90.960.10.6 A.3-152
1wloA00 3.90.1010.10.7 A.1-136
4c2mB05 3.90.1070.20.2 B.554-645
4c2mB04 3.90.1110.10.4 B.212-393
2fsqA00 3.90.1140.10.7 A.8-239
2zc0A01 3.90.1150.10.179 A.1-69,296-405
2bkwA01 3.90.1150.10.180 A.3-16,278-384
3getA02 3.90.1150.10.181 A.272-365
1tplA01 3.90.1150.10.182 A.1-57,311-455
3fkdA01 3.90.1150.10.183 A.16-28,243-341
4w8iA01 3.90.1150.10.184 A.62-106,366-475
1uu2B01 3.90.1150.10.185 B.17-45,247-335
1svvB02 3.90.1150.10.186 B.265-356
4emyA01 3.90.1150.10.187 A.5-75,314-412
3mc6A02 3.90.1150.10.188 A.45-76,340-438
2vycA03 3.90.1150.10.189 A.441-630
3vaxA02 3.90.1150.10.190 A.285-379
1c4kA03 3.90.1150.10.191 A.421-600
4w8iB01 3.90.1150.10.192 B.62-106,366-472
4uoyA01 3.90.1150.10.193 A.7-99,354-460
3wgcB02 3.90.1150.10.194 B.250-339
1kafA00 3.90.1150.20.1 A.1-108
2a1vA00 3.90.1150.30.1 A.3-140
3h9xA00 3.90.1150.30.2 A.2-117
2g7jA00 3.90.1150.40.1 A.1-112
2qsrA01 3.90.1150.50.1 A.8-162
2eyqA07 3.90.1150.50.2 A.1004-1150
1t3qB01 3.90.1170.50.3 B.41-153
3an1B07 3.90.1170.50.4 B.571-693
3nvwC01 3.90.1170.50.5 C.32-123
5oomK00 3.90.1180.10.4 K.2-178
2q83A02 3.90.1200.10.19 A.114-346
2olcA02 3.90.1200.10.20 A.120-396
3g8rB02 3.90.1210.10.5 B.261-340
1e1hA00 3.90.1240.10.6 A.45-287
1vr9A01 3.90.1280.20.5 A.14-23,80-133
2gi3A01 3.90.1300.10.10 A.1-286,383-476
1k25B01 3.90.1310.10.16 B.1-94,95-199,416-429
2olvA01 3.90.1310.20.1 A.9-34,233-276,460-489
5bo7B00 3.90.1480.20.2 B.31-323
1wkvA01 3.90.1530.20.1 A.2-78
4i43B04 3.90.1570.40.1 B.804-975
4fxdA04 3.90.1600.10.8 A.421-462,519-629
5gl2B00 3.90.1640.20.1 B.2-269
2bdvA00 3.90.1680.10.5 A.2-218
2wp7A00 3.90.1720.30.1 A.4-162
4f88102 3.90.1720.60.1 1.230-464
4bqqB02 3.90.1750.20.1 B.175-395
3godD01 3.100.10.20.4 D.13-103
2mf3A00 4.10.40.60.1 A.1-47
4b8cD03 4.10.60.20.1 D.656-710
1ro3A00 4.10.70.10.4 A.1-49
4i1sB00 4.10.80.340.1 B.1-52
3vbhD00 4.10.80.370.1 D.1-58
3fewX01 4.10.80.380.1 X.67-118
3topA01 4.10.110.10.5 A.9-46
1olgA00 4.10.170.10.5 A.1-42
1a92A00 4.10.220.40.1 A.1-50
2dq5A01 4.10.240.20.1 A.6-34
1hfeS00 4.10.260.20.1 S.36-123
1zzaA00 4.10.280.20.1 A.1-90
1k1fD00 4.10.280.30.1 D.2-66
1pmmC01 4.10.280.50.1 C.4-65
4aybA05 4.10.320.40.1 A.511-554
2eqpA00 4.10.400.20.1 A.1-50
5dltA02 4.10.410.20.1 A.60-105
3nkqA01 4.10.410.20.2 A.16-59
2k4qA00 4.10.410.40.1 A.1-156
2ztjA02 4.10.430.20.1 A.272-320
1hwmA02 4.10.470.10.17 A.166-251
2vlcA02 4.10.470.10.18 A.194-310
1hpiA00 4.10.490.10.4 A.1-71
1exeA00 4.10.520.10.7 A.1-99
4e54B01 4.10.640.30.1 B.28-112
2a3lA02 4.10.800.20.1 A.260-350
1twcA01 4.10.860.120.1 A.3-89,261-305
3zj2A00 4.10.1000.40.2 A.1-71
3h09A04 4.10.1240.40.1 A.683-719,759-793
3lmmA02 6.10.10.130.1 A.160-238
3cf2A06 6.10.20.150.1 A.651-759
3dwlE00 6.10.20.160.1 E.44-172
1ux5A01 6.10.30.50.1 A.8-67
4jdxF00 6.10.140.1840.1 F.14-115
4k17A02 6.10.140.1850.1 A.116-159
4ke2A00 6.10.140.1860.1 A.1-196
4kzsA02 6.10.140.1870.1 A.103-172
4od8D00 6.10.140.1880.1 D.2-52
4okvE00 6.10.140.1890.1 E.2-66
4p1nC00 6.10.140.1900.1 C.7-61
4umoA00 6.10.140.1910.1 A.34-108
1c0wC03 6.10.140.1920.1 C.164-221
1e2tA01 6.10.140.1930.1 A.3-38,53-87
1vh6A01 6.10.140.1940.1 A.25-121
1zbtA01 6.10.140.1950.1 A.7-120
5da5C00 6.10.140.1960.1 C.7-96
1vs6X01 6.10.140.1970.1 X.18-63
2b3tB01 6.10.140.1980.1 B.7-106
3fppA03 6.10.140.1990.1 A.65-152
1krlB00 6.10.140.2000.1 B.1-48
3sfvB02 6.10.140.2010.1 B.28-227
2f42A01 6.10.140.2020.1 A.22-99
2wx3A00 6.10.140.2030.1 A.1-43
2yjeM00 6.10.140.2040.1 M.7-58
3c8vA01 6.10.140.2050.1 A.2-60
3dd9D02 6.10.140.2060.1 D.27-67
3ehfB01 6.10.250.2870.1 B.5-68,77-133
3fwcB00 6.10.250.2880.1 B.2-84
3s84A01 6.10.250.2890.1 A.12-93
4divC02 6.10.250.2900.1 C.127-171
2gd7B00 6.10.250.2910.1 B.1-107
2lvgA00 6.10.250.2920.1 A.1-40
2m20A00 6.10.250.2930.1 A.1-60
4aybA08 6.10.250.2940.1 A.769-827
2q2fA00 6.10.250.2950.1 A.18-88
2qlzA02 6.10.250.2960.1 A.77-162
2uz5A01 6.10.250.2970.1 A.1-30
2x51A07 6.10.250.2980.1 A.746-789
4c2vD00 6.10.250.2990.1 D.2-44
3bc1B00 6.10.250.3000.1 B.1-52
3duzA03 6.10.250.3010.1 A.278-354
3e4oA01 6.10.250.3020.1 A.48-111
3htmA02 6.10.250.3030.1 A.125-164
3iynQ01 6.10.250.3040.1 Q.60-134
3iynR02 6.10.250.3050.1 R.95-137
3ksyA04 6.10.250.3060.1 A.530-566
3kxlA02 6.10.250.3070.1 A.98-177
3lxuX03 6.10.250.3080.1 X.139-200
3mc6A01 6.10.250.3090.1 A.31-44,439-479
4e2xA03 6.10.250.3100.1 A.267-317
5hheA00 6.10.250.3110.1 A.1-93
3thfA00 6.10.250.3120.1 A.10-184
4iylA02 6.10.250.3130.1 A.58-90
4bk0A02 6.10.250.3140.1 A.65-105
4cgkA01 6.10.250.3150.1 A.42-255
4cykA00 6.10.250.3160.1 A.1-41
4dncD00 6.10.250.3170.1 D.1-47
4hfxC00 6.10.250.3180.1 C.15-88
4jdmC02 6.10.250.3190.1 C.77-115
4jpbB00 6.10.250.3200.1 B.6-89
4kiz502 6.10.250.3210.1 5.131-148
2fc6A00 6.10.250.3220.1 A.1-50
2clyC01 6.10.280.200.1 C.5-52
3fhnA01 6.10.280.210.1 A.10-193
3uuxB01 6.10.280.220.1 B.73-228
1uelB00 6.10.300.40.1 B.1-48
5jtwA06 6.20.50.160.2 A.549-610
3bg1B01 6.20.50.170.1 B.20-68
2a5hA03 6.20.120.40.1 A.340-401
2yq3A03 6.20.240.50.1 A.294-331
3nfgP00 6.20.250.70.1 P.5-123
4h6zA01 6.20.370.120.1 A.2-51
2haxA02 6.20.370.130.1 A.44-66
1jfwA00 4.10.20.10.1 A.1-86
5b1aK00 4.10.51.10.1 K.6-54
1h7dA00 4.10.92.10.1 A.1-49
5b1aI00 4.10.93.10.1 I.2-73
1tvsA00 4.10.210.10.1 A.1-75
1amlA00 4.10.230.10.1 A.1-40
2bl0A00 4.10.270.10.1 A.1-63
1bctA00 4.10.290.10.1 A.1-69
1lqsL02 4.10.340.10.1 L.115-156
1jsuC00 4.10.365.10.1 C.3-71
1kvdA00 4.10.420.10.1 A.1-63
1inpA01 4.10.460.10.1 A.81-127
1ibtC00 4.10.510.10.1 C.1-81
1d6gA00 4.10.670.10.1 A.1-47
1cf4B00 4.10.680.10.1 B.1-44
1b35D00 4.10.690.10.1 D.1-57
1cwxA00 4.10.710.10.1 A.1-44
1devB00 4.10.720.10.1 B.1-41
1b8xA03 4.10.770.10.1 A.213-260
2c42A04 4.10.780.10.1 A.627-667
2c42A07 4.10.790.10.1 A.1170-1231
2zqkC00 4.10.820.10.1 C.6-69
1edxA00 4.10.840.10.1 A.1-40
4l6xA03 4.10.870.10.1 A.549-614
1qa4A00 4.10.890.10.1 A.1-56
1pbyC00 4.10.940.10.1 C.1-79
1vq8B01 4.10.960.10.1 B.2-39,208-258
1jeyA03 4.10.970.10.1 A.279-341
1vq8L01 4.10.990.10.1 L.2-51
1hn6A00 4.10.1010.10.1 A.1-110
1ldjA05 4.10.1030.10.1 A.514-587
1lpvA00 4.10.1040.10.1 A.1-52
1wvkA00 4.10.1050.10.1 A.1-86
1ocyA02 4.10.1070.10.1 A.68-189
1ux6A01 4.10.1080.10.1 A.11-137
1ul4A01 4.10.1100.10.1 A.8-72
2ju4A00 4.10.1120.10.1 A.1-86
1z9iA01 4.10.1140.10.1 A.9-53
2nwtA00 4.10.1150.10.1 A.1-69
2ozaA03 4.10.1170.10.1 A.289-346
3dclA03 4.10.1180.10.1 A.26-64
2wscN00 4.10.1190.10.1 N.86-170
2b1yA00 4.10.1210.10.1 A.4-104
1n7dA02 4.10.1220.10.1 A.97-130
1fi8D00 4.10.1230.10.1 D.11-58
